Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2019;02;17;04;00;22.15;0.00;3.98;275.19
2019;02;17;05;00;21.84;0.00;4.74;278.75
2019;02;17;06;00;21.54;0.00;4.69;274.40
2019;02;17;07;00;23.00;0.00;4.33;265.24
2019;02;17;08;00;25.44;0.00;7.99;234.16
2019;02;17;09;00;27.35;0.00;8.71;231.71
2019;02;17;10;00;29.67;0.00;7.79;236.31
2019;02;17;11;00;31.31;0.00;6.21;259.99
2019;02;17;12;00;32.86;0.00;5.59;255.07
2019;02;17;13;00;33.96;0.00;5.82;248.20
2019;02;17;14;00;34.74;0.00;6.30;239.04
2019;02;17;15;00;34.94;0.00;6.64;229.40
2019;02;17;16;00;34.77;0.00;7.15;229.09
2019;02;17;17;00;34.65;0.00;10.48;254.05
2019;02;17;18;00;31.85;0.00;9.42;226.55
2019;02;17;19;00;30.42;0.00;11.62;196.19
2019;02;17;20;00;29.03;0.00;10.85;185.71
2019;02;17;21;00;27.87;0.00;7.97;161.57
2019;02;17;22;00;26.66;0.00;7.79;123.69
2019;02;17;23;00;25.37;0.00;8.29;124.38
2019;02;18;00;00;24.71;0.00;8.67;131.63
2019;02;18;01;00;24.16;0.00;6.19;144.46
2019;02;18;02;00;23.68;0.00;3.98;174.81
2019;02;18;03;00;22.87;0.00;3.08;200.56
2019;02;18;04;00;22.16;0.00;3.22;206.57
2019;02;18;05;00;21.60;0.00;3.22;206.57
2019;02;18;06;00;21.21;0.00;3.22;206.57
2019;02;18;07;00;22.97;0.00;2.90;209.74
2019;02;18;08;00;25.84;0.00;9.18;205.56
2019;02;18;09;00;28.27;0.00;11.09;215.75
2019;02;18;10;00;30.35;0.00;11.21;222.40
2019;02;18;11;00;31.96;0.00;9.93;223.53
2019;02;18;12;00;33.23;0.00;7.65;221.19
2019;02;18;13;00;34.20;0.00;6.99;214.51
2019;02;18;14;00;34.89;0.00;5.96;205.02
2019;02;18;15;00;34.93;0.00;6.38;196.39
2019;02;18;16;00;34.65;0.00;8.28;180.00
2019;02;18;17;00;34.64;0.00;6.88;186.01
2019;02;18;18;00;32.40;0.00;7.42;165.96
